0,1,2,3,4,5,6,7,8,9,10
whole milk,whipped/sour cream,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
seasonal products,dishes,shopping bags,,,,,,,,
canned beer,rolls/buns,softener,,,,,,,,
grapes,canned beer,frozen dessert,sugar,detergent,,,,,,
other vegetables,other vegetables,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
beef,whole milk,detergent,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
beef,soda,,,,,,,,,
pork,citrus fruit,,,,,,,,,
yogurt,hard cheese,,,,,,,,,
coffee,other vegetables,margarine,domestic eggs,,,,,,,
white bread,shopping bags,,,,,,,,,
root vegetables,other vegetables,whipped/sour cream,sweet spreads,,,,,,,
white bread,salty snack,,,,,,,,,
whole milk,bottled water,,,,,,,,,
pip fruit,soda,condensed milk,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
other vegetables,butter,,,,,,,,,
candy,margarine,,,,,,,,,
tropical fruit,sausage,,,,,,,,,
pastry,sugar,,,,,,,,,
other vegetables,fruit/vegetable juice,coffee,,,,,,,,
pip fruit,white wine,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
other vegetables,beverages,ice cream,shopping bags,,,,,,,
rolls/buns,pastry,,,,,,,,,
beef,pastry,whole milk,,,,,,,,
sausage,berries,pasta,,,,,,,,
sausage,pork,,,,,,,,,
detergent,pet care,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
processed cheese,whole milk,soda,domestic eggs,,,,,,,
white bread,liquor (appetizer),shopping bags,,,,,,,,
dog food,pork,,,,,,,,,
soda,brown bread,,,,,,,,,
other vegetables,pot plants,,,,,,,,,
citrus fruit,beef,,,,,,,,,
hamburger meat,ice cream,,,,,,,,,
bottled beer,berries,,,,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
mustard,brown bread,,,,,,,,,
pip fruit,other vegetables,bottled water,,,,,,,,
butter,frozen vegetables,,,,,,,,,
butter,long life bakery product,pickled vegetables,,,,,,,,
salad dressing,hard cheese,,,,,,,,,
bottled water,chocolate,,,,,,,,,
spread cheese,coffee,domestic eggs,,,,,,,,
ham,newspapers,bottled beer,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
brown bread,pastry,,,,,,,,,
sausage,yogurt,baking powder,,,,,,,,
tropical fruit,syrup,whole milk,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
canned beer,margarine,white bread,,,,,,,,
soap,hard cheese,,,,,,,,,
soda,shopping bags,cream cheese ,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
other vegetables,newspapers,rolls/buns,,,,,,,,
pork,soda,,,,,,,,,
photo/film,onions,,,,,,,,,
pastry,pork,,,,,,,,,
domestic eggs,whole milk,brown bread,,,,,,,,
other vegetables,onions,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
whipped/sour cream,bottled beer,fruit/vegetable juice,margarine,,,,,,,
ham,newspapers,waffles,,,,,,,,
canned fish,root vegetables,,,,,,,,,
pork,shopping bags,hygiene articles,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
curd,whole milk,red/blush wine,,,,,,,,
sausage,domestic eggs,,,,,,,,,
butter,pastry,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
root vegetables,whole milk,pastry,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
pip fruit,cling film/bags,,,,,,,,,
domestic eggs,candy,,,,,,,,,
beef,pork,,,,,,,,,
canned beer,frozen dessert,,,,,,,,,
berries,brown bread,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
yogurt,pot plants,,,,,,,,,
turkey,salt,,,,,,,,,
beef,tea,oil,,,,,,,,
yogurt,whole milk,yogurt,chewing gum,,,,,,,
sausage,whole milk,,,,,,,,,
bottled water,soda,margarine,candy,,,,,,,
tropical fruit,salt,,,,,,,,,
bottled beer,flower (seeds),,,,,,,,,
frankfurter,curd,,,,,,,,,
sausage,hard cheese,bottled beer,,,,,,,,
canned beer,baking powder,,,,,,,,,
butter,hygiene articles,,,,,,,,,
pip fruit,herbs,frozen meals,,,,,,,,
frozen meals,whole milk,fruit/vegetable juice,butter,chocolate,bottled water,,,,,
soda,canned fish,,,,,,,,,
rolls/buns,soda,,,,,,,,,
canned beer,napkins,,,,,,,,,
seasonal products,bottled beer,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
shopping bags,cake bar,,,,,,,,,
soda,yogurt,,,,,,,,,
frankfurter,beef,frozen fish,rice,napkins,,,,,,
whole milk,bottled water,,,,,,,,,
sausage,root vegetables,,,,,,,,,
hard cheese,napkins,bottled water,,,,,,,,
canned beer,pip fruit,,,,,,,,,
butter,mustard,,,,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
red/blush wine,butter,soda,,,,,,,,
hard cheese,rolls/buns,,,,,,,,,
pastry,baking powder,,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frozen fish,pastry,,,,,,,,,
cake bar,long life bakery product,shopping bags,,,,,,,,
meat,beef,curd,,,,,,,,
sausage,shopping bags,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
flour,UHT-milk,,,,,,,,,
canned beer,salty snack,,,,,,,,,
citrus fruit,brown bread,ketchup,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
soda,specialty cheese,candy,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
canned beer,flower soil/fertilizer,,,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
ice cream,bottled beer,,,,,,,,,
frankfurter,light bulbs,rolls/buns,pasta,,,,,,,
newspapers,fruit/vegetable juice,waffles,,,,,,,,
citrus fruit,canned beer,rolls/buns,whole milk,,,,,,,
sausage,dishes,rum,,,,,,,,
bottled water,pastry,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
citrus fruit,margarine,white wine,,,,,,,,
ice cream,red/blush wine,fruit/vegetable juice,,,,,,,,
beef,semi-finished bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
soda,whole milk,brandy,,,,,,,,
yogurt,bottled beer,,,,,,,,,
sugar,shopping bags,,,,,,,,,
other vegetables,other vegetables,soda,dish cleaner,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
beef,other vegetables,,,,,,,,,
tropical fruit,mustard,sliced cheese,,,,,,,,
turkey,ham,whole milk,citrus fruit,pastry,soda,,,,,
photo/film,other vegetables,,,,,,,,,
pork,liquor,,,,,,,,,
packaged fruit/vegetables,popcorn,,,,,,,,,
citrus fruit,rolls/buns,salt,,,,,,,,
other vegetables,frozen meals,rolls/buns,canned beer,white bread,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
nuts/prunes,long life bakery product,,,,,,,,,
whole milk,candy,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
bottled water,bottled water,,,,,,,,,
pip fruit,chocolate,,,,,,,,,
frankfurter,other vegetables,fruit/vegetable juice,,,,,,,,
other vegetables,waffles,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
bottled beer,specialty bar,baking powder,,,,,,,,
frankfurter,pip fruit,rolls/buns,,,,,,,,
ham,spread cheese,,,,,,,,,
yogurt,salty snack,,,,,,,,,
other vegetables,soda,,,,,,,,,
newspapers,other vegetables,yogurt,,,,,,,,
pip fruit,other vegetables,rolls/buns,,,,,,,,
other vegetables,sausage,tropical fruit,frozen meals,hygiene articles,rolls/buns,,,,,
bottled water,root vegetables,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
yogurt,whole milk,,,,,,,,,
frankfurter,other vegetables,soda,,,,,,,,
long life bakery product,bottled water,,,,,,,,,
tropical fruit,soda,margarine,napkins,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
liquor,baking powder,,,,,,,,,
brown bread,male cosmetics,,,,,,,,,
liver loaf,pasta,grapes,other vegetables,,,,,,,
soda,canned beer,citrus fruit,frozen meals,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
soda,butter,other vegetables,margarine,,,,,,,
pastry,syrup,,,,,,,,,
rolls/buns,flour,,,,,,,,,
fish,root vegetables,tropical fruit,other vegetables,,,,,,,
whole milk,liver loaf,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
pip fruit,pot plants,,,,,,,,,
bottled beer,butter,frozen vegetables,whole milk,,,,,,,
rolls/buns,bottled water,,,,,,,,,
pip fruit,herbs,other vegetables,,,,,,,,
pip fruit,onions,,,,,,,,,
beef,butter,,,,,,,,,
rolls/buns,soups,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
sliced cheese,pasta,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
hamburger meat,tropical fruit,beverages,yogurt,soda,,,,,,
other vegetables,meat,,,,,,,,,
beef,berries,,,,,,,,,
specialty cheese,misc. beverages,,,,,,,,,
berries,other vegetables,,,,,,,,,
meat,butter milk,,,,,,,,,
whole milk,Instant food products,pip fruit,canned beer,,,,,,,
hamburger meat,liquor (appetizer),liver loaf,dessert,,,,,,,
whole milk,shopping bags,,,,,,,,,
beverages,beverages,hamburger meat,frankfurter,soda,root vegetables,butter,cream cheese ,butter,,
pork,curd,curd cheese,misc. beverages,,,,,,,
yogurt,yogurt,,,,,,,,,
other vegetables,soda,,,,,,,,,
yogurt,pastry,kitchen towels,,,,,,,,
brown bread,UHT-milk,beef,red/blush wine,brown bread,rolls/buns,pickled vegetables,,,,
pastry,detergent,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
citrus fruit,meat,,,,,,,,,
chocolate,pickled vegetables,bottled water,,,,,,,,
chicken,domestic eggs,,,,,,,,,
dessert,shopping bags,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
pork,rolls/buns,,,,,,,,,
napkins,cake bar,,,,,,,,,
chocolate,mustard,rolls/buns,,,,,,,,
snack products,soda,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
frozen meals,bottled beer,,,,,,,,,
soda,cleaner,cling film/bags,,,,,,,,
rolls/buns,whole milk,white bread,popcorn,,,,,,,
beef,curd,,,,,,,,,
other vegetables,tidbits,dental care,,,,,,,,
meat,bottled beer,liquor,waffles,,,,,,,
citrus fruit,cream cheese ,bottled beer,citrus fruit,,,,,,,
rolls/buns,brown bread,,,,,,,,,
dessert,other vegetables,other vegetables,,,,,,,,
sliced cheese,cat food,,,,,,,,,
rolls/buns,male cosmetics,,,,,,,,,
beef,curd,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
processed cheese,whole milk,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
chocolate,other vegetables,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
beef,curd,,,,,,,,,
other vegetables,detergent,,,,,,,,,
tropical fruit,sliced cheese,,,,,,,,,
tropical fruit,newspapers,beef,tropical fruit,domestic eggs,detergent,frozen vegetables,grapes,processed cheese,,
ham,chicken,,,,,,,,,
UHT-milk,salty snack,,,,,,,,,
photo/film,cat food,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
rolls/buns,frozen vegetables,frozen vegetables,,,,,,,,
whole milk,red/blush wine,shopping bags,cream cheese ,canned beer,,,,,,
berries,whole milk,,,,,,,,,
brown bread,hygiene articles,shopping bags,,,,,,,,
whole milk,canned beer,cat food,,,,,,,,
sausage,bottled water,,,,,,,,,
tropical fruit,pickled vegetables,bottled beer,,,,,,,,
pip fruit,canned beer,soft cheese,soft cheese,canned fish,semi-finished bread,newspapers,napkins,,,
other vegetables,pip fruit,white bread,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
bottled water,dessert,,,,,,,,,
other vegetables,male cosmetics,,,,,,,,,
soda,yogurt,,,,,,,,,
pork,napkins,,,,,,,,,
newspapers,sausage,sugar,,,,,,,,
frankfurter,curd,,,,,,,,,
pork,root vegetables,root vegetables,curd,canned vegetables,cream cheese ,fruit/vegetable juice,nut snack,,,
specialty chocolate,soda,,,,,,,,,
pastry,bottled beer,,,,,,,,,
seasonal products,pickled vegetables,,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
chicken,chicken,salt,,,,,,,,
pork,citrus fruit,chocolate marshmallow,white bread,whipped/sour cream,,,,,,
yogurt,other vegetables,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
whole milk,bottled water,,,,,,,,,
rolls/buns,candy,,,,,,,,,
bottled water,whole milk,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
pip fruit,citrus fruit,other vegetables,white wine,frozen vegetables,,,,,,
citrus fruit,brown bread,specialty chocolate,,,,,,,,
sausage,root vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
bottled beer,tropical fruit,newspapers,whole milk,tropical fruit,soft cheese,hard cheese,white wine,,,
rolls/buns,beef,,,,,,,,,
pork,butter,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
pip fruit,white wine,white bread,salt,,,,,,,
beef,brown bread,frozen fish,,,,,,,,
whipped/sour cream,beverages,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
hamburger meat,dessert,newspapers,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
root vegetables,whole milk,meat,other vegetables,dog food,bottled water,domestic eggs,,,,
whipped/sour cream,coffee,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
meat spreads,hard cheese,frozen vegetables,butter,,,,,,,
sausage,yogurt,dishes,,,,,,,,
sliced cheese,sugar,,,,,,,,,
whole milk,pot plants,,,,,,,,,
rolls/buns,sausage,whole milk,nuts/prunes,,,,,,,
root vegetables,pastry,candles,,,,,,,,
root vegetables,frozen vegetables,bottled water,cat food,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
tropical fruit,yogurt,curd,margarine,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
whipped/sour cream,toilet cleaner,,,,,,,,,
bottled beer,domestic eggs,brown bread,chewing gum,,,,,,,
canned beer,beverages,specialty bar,other vegetables,make up remover,specialty chocolate,curd,,,,
tropical fruit,soda,,,,,,,,,
other vegetables,herbs,,,,,,,,,
soda,yogurt,,,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
pork,yogurt,soda,,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
butter,tropical fruit,whole milk,napkins,,,,,,,
whole milk,yogurt,shopping bags,,,,,,,,
soda,napkins,,,,,,,,,
soda,flour,,,,,,,,,
pip fruit,light bulbs,bottled water,ketchup,,,,,,,
ham,seasonal products,cat food,,,,,,,,
newspapers,canned beer,,,,,,,,,
citrus fruit,napkins,,,,,,,,,
root vegetables,whipped/sour cream,shopping bags,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
meat,white bread,,,,,,,,,
citrus fruit,butter,UHT-milk,,,,,,,,
soda,soda,,,,,,,,,
tropical fruit,bottled water,dessert,,,,,,,,
herbs,newspapers,newspapers,rolls/buns,,,,,,,
other vegetables,chocolate,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
ham,pastry,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
butter milk,citrus fruit,,,,,,,,,
beef,shopping bags,,,,,,,,,
root vegetables,dog food,,,,,,,,,
pot plants,bottled water,,,,,,,,,
bottled beer,white bread,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
pork,whole milk,,,,,,,,,
domestic eggs,whole milk,napkins,,,,,,,,
pork,candles,,,,,,,,,
frankfurter,pip fruit,brown bread,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
berries,newspapers,,,,,,,,,
whole milk,chocolate,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
whole milk,soda,,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
UHT-milk,frozen vegetables,frozen meals,,,,,,,,
white bread,rolls/buns,,,,,,,,,
chocolate marshmallow,specialty chocolate,,,,,,,,,
citrus fruit,frankfurter,yogurt,ice cream,,,,,,,
bottled water,soda,soda,,,,,,,,
soda,roll products ,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,,,,,,,,
ham,other vegetables,,,,,,,,,
domestic eggs,salty snack,herbs,,,,,,,,
canned beer,tropical fruit,fruit/vegetable juice,shopping bags,,,,,,,
beef,soda,,,,,,,,,
whole milk,cat food,,,,,,,,,
ham,canned vegetables,,,,,,,,,
whole milk,frankfurter,candles,grapes,herbs,other vegetables,yogurt,,,,
pip fruit,syrup,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
bottled beer,herbs,,,,,,,,,
domestic eggs,curd,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
beef,dessert,,,,,,,,,
napkins,waffles,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
whole milk,brandy,brown bread,,,,,,,,
specialty bar,canned beer,white bread,newspapers,,,,,,,
whole milk,spread cheese,popcorn,,,,,,,,
beef,beef,,,,,,,,,
liquor,bathroom cleaner,,,,,,,,,
canned fish,fruit/vegetable juice,,,,,,,,,
frankfurter,soda,canned beer,white bread,brown bread,,,,,,
other vegetables,pip fruit,,,,,,,,,
newspapers,frozen meals,,,,,,,,,
photo/film,cream cheese ,,,,,,,,,
whole milk,sparkling wine,,,,,,,,,
rolls/buns,bottled water,white bread,brown bread,,,,,,,
root vegetables,chicken,,,,,,,,,
coffee,cling film/bags,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
turkey,white bread,,,,,,,,,
candy,candy,,,,,,,,,
curd,canned beer,,,,,,,,,
rolls/buns,butter milk,fruit/vegetable juice,,,,,,,,
meat,domestic eggs,,,,,,,,,
other vegetables,napkins,,,,,,,,,
frankfurter,chocolate,pip fruit,margarine,butter,napkins,,,,,
canned beer,rolls/buns,baking powder,,,,,,,,
onions,waffles,bottled beer,,,,,,,,
other vegetables,brown bread,,,,,,,,,
salty snack,butter,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
hamburger meat,pork,chicken,whole milk,,,,,,,
whole milk,UHT-milk,,,,,,,,,
sausage,shopping bags,,,,,,,,,
grapes,butter,newspapers,pip fruit,,,,,,,
yogurt,specialty bar,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
specialty bar,pickled vegetables,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
citrus fruit,canned beer,flour,,,,,,,,
pastry,onions,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
rolls/buns,candy,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
beverages,sausage,whole milk,citrus fruit,whole milk,,,,,,
soda,beef,bottled beer,soda,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
ham,beverages,,,,,,,,,
pot plants,spread cheese,butter milk,,,,,,,,
chocolate,yogurt,,,,,,,,,
rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water,,,
dessert,shopping bags,flour,,,,,,,,
whole milk,brown bread,root vegetables,roll products ,,,,,,,
pip fruit,napkins,,,,,,,,,
canned beer,soda,,,,,,,,,
frozen meals,rolls/buns,chocolate marshmallow,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
tropical fruit,yogurt,sausage,rolls/buns,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
ham,processed cheese,,,,,,,,,
citrus fruit,whole milk,rolls/buns,liquor,tropical fruit,,,,,,
beef,bottled beer,herbs,,,,,,,,
candy,yogurt,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
male cosmetics,baking powder,,,,,,,,,
sugar,UHT-milk,margarine,,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
pip fruit,whole milk,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
ham,yogurt,,,,,,,,,
pastry,whole milk,,,,,,,,,
ham,whole milk,pastry,herbs,herbs,newspapers,chewing gum,whole milk,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
white bread,margarine,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
canned beer,yogurt,rolls/buns,whole milk,,,,,,,
soda,other vegetables,,,,,,,,,
bottled water,soda,,,,,,,,,
UHT-milk,bottled beer,domestic eggs,rolls/buns,,,,,,,
domestic eggs,cat food,,,,,,,,,
soda,whole milk,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
pasta,soda,,,,,,,,,
herbs,sugar,,,,,,,,,
berries,baking powder,,,,,,,,,
soda,rolls/buns,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
newspapers,syrup,,,,,,,,,
pastry,oil,potato products,,,,,,,,
yogurt,frozen fish,chocolate,butter,,,,,,,
hard cheese,liquor,,,,,,,,,
beef,bottled beer,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
pork,yogurt,coffee,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
kitchen towels,bottled beer,,,,,,,,,
sausage,dog food,,,,,,,,,
citrus fruit,hamburger meat,rolls/buns,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
dessert,photo/film,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
pip fruit,pastry,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
brown bread,frozen fish,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
citrus fruit,cereals,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
pet care,whole milk,,,,,,,,,
tropical fruit,flour,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
pastry,root vegetables,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
brown bread,shopping bags,soda,,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
soft cheese,flower (seeds),,,,,,,,,
oil,specialty vegetables,,,,,,,,,
cream cheese ,bottled water,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
tropical fruit,salty snack,,,,,,,,,
margarine,soda,whole milk,house keeping products,cling film/bags,bottled water,chocolate,frozen vegetables,,,
ham,other vegetables,,,,,,,,,
rolls/buns,ham,whole milk,sliced cheese,whole milk,fruit/vegetable juice,pickled vegetables,misc. beverages,,,
other vegetables,whole milk,canned fruit,,,,,,,,
other vegetables,photo/film,,,,,,,,,
sausage,whole milk,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
soda,whole milk,,,,,,,,,
dog food,hygiene articles,Instant food products,,,,,,,,
ice cream,curd,,,,,,,,,
curd,domestic eggs,,,,,,,,,
soda,curd,,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
chocolate,margarine,bottled water,soda,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,baking powder,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
pastry,whole milk,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
whole milk,dog food,,,,,,,,,
bottled beer,dishes,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
sausage,newspapers,,,,,,,,,
sausage,soda,cream cheese ,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
frankfurter,soda,,,,,,,,,
dog food,bottled beer,,,,,,,,,
butter,candy,,,,,,,,,
soups,coffee,,,,,,,,,
brown bread,detergent,,,,,,,,,
dessert,shopping bags,,,,,,,,,
whole milk,whole milk,herbs,,,,,,,,
pork,dessert,,,,,,,,,
butter,rolls/buns,,,,,,,,,
yogurt,sliced cheese,,,,,,,,,
cream cheese ,bottled water,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
other vegetables,skin care,domestic eggs,,,,,,,,
cling film/bags,UHT-milk,pastry,,,,,,,,
fruit/vegetable juice,curd,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
